title,url,publishedDate,updatedDate,imageUrl
"Domain Models in Clean Architecture","https://medium.com/knowledge-pills/domain-models-in-clean-architecture-cd91c53b2388","2024-01-17","2024-01-18","https://miro.medium.com/v2/resize:fit:640/0*h4WhHhoM_jnBTAad"
"Angular 17 and NET Core 8: Implementing WebAPI with Clean Architecture","https://medium.com/scrum-and-coke/building-a-talent-management-spa-with-angular-17-and-net-core-8-64b20057625b","2024-01-17","2024-02-17","https://miro.medium.com/v2/resize:fit:640/0*h4WhHhoM_jnBTAad"
"Building a Talent Management SPA with Angular 17 and .NET Core 8 | Tutorial Series","https://medium.com/scrum-and-coke/building-a-talent-management-spa-with-angular-17-and-net-core-8-tutorial-series-f28f0edc9069","2024-01-15","2024-07-04","https://miro.medium.com/v2/resize:fit:640/0*vsPpTuXQUHHX0066"
"Angular 17 and NET Core 8: Setting Up the Project","https://medium.com/scrum-and-coke/talent-management-spa-with-angular-17-and-net-core-8-tutorial-1-f265ad8269ed","2024-01-15","2024-02-17","https://miro.medium.com/v2/resize:fit:640/0*e47-qI_qtE1a3xoV"
"Comparing Two Lists in C# and Creating a List of Matches","https://medium.com/scrum-and-coke/comparing-two-lists-in-c-and-creating-a-list-of-matches-4a78f5a0aa14","2024-01-15","2024-01-24","https://miro.medium.com/v2/resize:fit:640/0*nr4u4JbWMyp7mgUz"
"DTO in .NET Core Web API","https://medium.com/knowledge-pills/dto-in-net-core-web-api-21ca6c45d78c","2024-01-08","2024-01-10","https://miro.medium.com/v2/resize:fit:640/0*gO7NHUr8U59rKG-F"
"Integrating .NET Core Web API with Kafka: A Clean Architecture Approach","https://medium.com/scrum-and-coke/integrating-net-core-web-api-with-kafka-a-clean-architecture-approach-eb7b0e2ef224","2024-01-05","2024-01-10","https://miro.medium.com/v2/resize:fit:640/0*kz8bnI8RAb40tUHe"
"Fun Facts: Presidents of the United States","https://medium.com/knowledge-pills/fun-facts-presidents-of-the-united-states-312e1b8d65a8","2023-12-25","2023-12-25","https://miro.medium.com/v2/resize:fit:640/0*yvQslyrKi1Jz3_6v"
"Shaping Data in a Web API Project: The Power of Generic Classes in C#","https://medium.com/scrum-and-coke/shaping-data-in-a-web-api-project-the-power-of-generic-classes-in-c-aa7e37b2bd17","2023-12-25","2024-01-06","https://miro.medium.com/v2/resize:fit:640/0*tWTDF4pYHMzK_pA_"
"Understanding Abstract Classes in C# with Real-World Examples","https://medium.com/scrum-and-coke/understanding-abstract-classes-in-c-with-real-world-examples-31ce73b5e05a","2023-12-25","2024-01-06","https://miro.medium.com/v2/resize:fit:640/0*zAG7k1UA3VD2zsVn"
"Data Shaping in Web API using EF Core and LinqKit","https://medium.com/scrum-and-coke/data-shaping-in-web-api-using-ef-core-and-linqkit-9eee0e2c8038","2023-12-17","2023-12-25","https://miro.medium.com/v2/resize:fit:640/1*_zdGJocgFG4qLXLnunG0OA.png"
"Seamlessly Integrating MediatR and FluentValidation in .NET Core for Robust Validation Rules","https://medium.com/scrum-and-coke/seamlessly-integrating-mediatr-and-fluentvalidation-in-net-core-for-robust-validation-rules-d08c07f52fdd","2023-12-14","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*8_FfBjVK6F9PqPkQ"
"Building a Generic Repository Interface in .NET Using Generics: A Practical Guide","https://medium.com/scrum-and-coke/building-a-generic-repository-interface-in-net-using-generics-a-practical-guide-4ba2369b4b07","2023-12-14","2024-07-05","https://miro.medium.com/v2/resize:fit:640/0*AAK6cokofE9ma-_y"
"Optimizing Bulk Inserts in EF Core: A Comprehensive Guide","https://medium.com/scrum-and-coke/optimizing-bulk-inserts-in-ef-core-a-comprehensive-guide-c785af9ec7ee","2023-12-12","2023-12-16","https://miro.medium.com/v2/resize:fit:640/0*6Oa95G7KCJhVoV33"
"Building .NET 8 Web API for a Warehouse Application Using Visual Studio Template OnionAPI","https://medium.com/scrum-and-coke/building-net-8-web-api-with-visual-studio-template-onionapi-tutorial-42062603deff","2023-12-11","2026-01-06","https://miro.medium.com/v2/resize:fit:640/0*WK-4jVTp5OaP_vS5"
"Upgrade Angular 16 to 17 and Try Out New Control Flow Language","https://medium.com/scrum-and-coke/upgrade-angular-16-to-17-and-try-out-new-control-flow-language-7a50e62a73c7","2023-12-04","2025-01-13","https://miro.medium.com/v2/resize:fit:640/0*fg513PRpNEpqWKJu"
"Visual Studio Template Onion API: Version 8.1 Release Notes","https://medium.com/scrum-and-coke/visual-studio-template-onion-api-version-8-1-release-notes-fc6946717e27","2023-11-30","2023-12-16","https://miro.medium.com/v2/resize:fit:640/1*bJ-T-LUSDjovBo9O-OSArA.png"
"Understanding IList: The Interface in C# and Example Usage in Web API","https://medium.com/knowledge-pills/understanding-ilist-the-interface-in-c-and-example-usage-in-web-api-8a3de6ea3137","2023-11-20","2023-11-21","https://miro.medium.com/v2/resize:fit:640/0*LaHV4fNco8AoyGjX.png"
"Demystifying IList, ICollection, and IEnumerable in C#: Choosing the Right Collection Interface","https://medium.com/knowledge-pills/demystifying-ilist-icollection-and-ienumerable-in-c-choosing-the-right-collection-interface-543af76f7cc6","2023-11-20","2023-11-21","https://miro.medium.com/v2/resize:fit:640/0*aJnur8TJmRiClEiB.png"
"Exploring ICollection in C#: Example Usage in Web APIs","https://medium.com/knowledge-pills/exploring-icollection-in-c-example-usage-in-web-apis-ea18004bc08f","2023-11-14","2023-11-15","https://miro.medium.com/v2/resize:fit:640/0*tZ59uod994NgPM90.png"
"Pickleball Fun Drill — The Two Towers (Inspired by Lord of the Rings)","https://medium.com/pickleball/pickleball-fun-drill-the-two-towers-inspired-by-lord-of-the-rings-2db833ba9877","2023-11-14","2023-12-14","https://miro.medium.com/v2/resize:fit:640/3b073f7105bcb0070d5bd9098b373c2a23f26adebfa1e78a98950176da972768"
"Specifying Data Types and Lengths in EF Core: A Quick Guide to Property Configuration","https://medium.com/knowledge-pills/specifying-data-types-and-lengths-in-ef-core-a-quick-guide-to-property-configuration-0926d5d1bd30","2023-11-14","2023-11-15","https://miro.medium.com/v2/resize:fit:640/0*l05EOGqD4LQp-eiv.png"
"Defining Primary and Foreign Keys in EF Core: Quick Guide to Key Relationships","https://medium.com/knowledge-pills/defining-primary-and-foreign-keys-in-ef-core-quick-guide-to-key-relationships-a02fb34b8d15","2023-11-14","2024-06-21","https://miro.medium.com/v2/resize:fit:640/0*xmOep6VZECAJPeig.png"
"What is IEnumerable<T> in C#?","https://medium.com/knowledge-pills/what-is-ienumerable-t-in-c-ba79c4452c48","2023-11-14","2023-11-15","https://miro.medium.com/v2/resize:fit:640/0*nqvS-nkrVNrTW-Mw.png"
"Master Pickleball Third Shot Drop Technique","https://medium.com/pickleball/mastering-the-third-shot-drop-technique-0b5ba7235641","2023-10-27","2024-02-24","https://miro.medium.com/v2/resize:fit:640/0*XN8DgEMRQ4Aj6PGm"
"What is 4th shot in Pickleball?","https://medium.com/pickleball/what-is-4th-shot-in-pickleball-e72c982a34b3","2023-10-27","2024-02-24","https://miro.medium.com/v2/resize:fit:640/0*3lJVckAmL6HgxtE7"
"What is 3rd shot in Pickleball?","https://medium.com/pickleball/what-is-3rd-shot-in-pickleball-37ea2a8b49a7","2023-10-27","2024-02-24","https://miro.medium.com/v2/resize:fit:640/0*7xtwNQjNy1Gt-D8n"
"What is Record in C#?","https://medium.com/knowledge-pills/what-is-record-in-c-92b0a4d89d26","2023-10-23","2023-10-25","https://miro.medium.com/v2/resize:fit:640/0*blPLfaqn0RNlIJSE.png"
"Angular Advanced UI: Combo Box with Typeahead Search and Rating Component in Reactive Form","https://medium.com/scrum-and-coke/angular-advanced-ui-combo-box-with-typeahead-search-and-rating-component-in-reactive-form-e32b5152ee86","2023-10-23","2023-12-14","https://miro.medium.com/v2/resize:fit:640/1*WLZNywuBUtoi4yeGz_yn9g.png"
"Angular Trick: Override Environment variables with JSON App Settings","https://medium.com/@fuji-nguyen/angular-trick-override-environment-variables-with-json-app-settings-6675aed1a84b","2023-10-22","2024-06-11","https://miro.medium.com/v2/resize:fit:640/0*p2fV6xhQsgngzxJQ"
"What is environment.ts file in Angular?","https://medium.com/knowledge-pills/what-is-environment-ts-file-in-angular-14add13f073a","2023-10-22","2023-10-23","https://miro.medium.com/v2/resize:fit:640/0*LSbjq3yBb3rW6wIZ.png"
"Understanding the Differences Between =, ==, and === Operators in TypeScript","https://medium.com/knowledge-pills/understanding-the-differences-between-and-operators-in-typescript-00e7f9974971","2023-10-20","2023-10-21","https://miro.medium.com/v2/resize:fit:640/0*u6Cl2BmMeQ0_B7nt"
"What is the difference between a record and a class in C#?","https://medium.com/knowledge-pills/what-is-the-difference-between-a-record-and-a-class-eaebbec7712d","2023-08-15","2023-08-16","https://miro.medium.com/v2/resize:fit:640/0*MOvHUKI9VdWb6yH2.png"
"OpenID Connect: Understanding the Differences Between ID Token and Access Token","https://medium.com/scrum-and-coke/openid-connect-understanding-the-differences-between-id-token-and-access-token-4763e62be986","2023-07-30","2023-08-01","https://miro.medium.com/v2/resize:fit:640/1*xyTkEY7yE6hcjpfKEL4lRQ.png"
"Azure Deployment with GitHub Actions: Tutorial for Deploying a .NET Web API Project","https://medium.com/scrum-and-coke/azure-deployment-with-github-actions-tutorial-for-deploying-a-net-web-api-project-d3645c8e13dc","2023-07-16","2023-07-30","https://miro.medium.com/v2/resize:fit:640/0*mD8GJK2VN5J9nqWN"
"Complete Source Code of Angular 16 and C# NetCore 7 Web API Sample Project","https://medium.com/scrum-and-coke/complete-source-code-of-angular-16-and-c-netcore-7-web-api-sample-project-69bdf644afd0","2023-07-01","2023-12-16","https://miro.medium.com/v2/resize:fit:640/0*s6kZmOk5HF6T0YBk.png"
"Deploy Angular to Github Page using ng deploy","https://medium.com/scrum-and-coke/deploy-angular-to-github-page-using-ng-deploy-705f3d6d0d09","2023-07-01","2023-07-02","https://miro.medium.com/v2/resize:fit:640/0*W27pFHsnTFpl2-9J.png"
"What is AutoFixture?","https://medium.com/knowledge-pills/what-is-autofixture-dee4a94e7c80","2023-06-17","2024-02-11","https://miro.medium.com/v2/resize:fit:640/0*LhfIdmWqhV8hk-ZG"
"Get started with the Visual Studio template OnionAPI to scaffold ASP.NET WebAPI project for .NET 8","https://medium.com/scrum-and-coke/get-started-with-the-visual-studio-template-onionapi-to-scaffold-asp-net-webapi-project-for-net-8-3f9e61d8e72c","2023-06-02","2026-01-06","https://miro.medium.com/v2/resize:fit:640/0*S1ZnfMs9Cl4nciET"
"How to write custom validation in Angular","https://medium.com/knowledge-pills/how-to-write-custom-validation-in-angular-472cb78d82f1","2023-06-01","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*na_m8mY9H4L0ppiY"
"Angular 16 Reactive Form and Validation | Tutorial","https://medium.com/scrum-and-coke/angular-16-reactive-form-and-validation-tutorial-2bbbf19f8403","2023-05-31","2024-01-17","https://miro.medium.com/v2/resize:fit:640/0*sCGkjhieai_CE936"
"Implement Toast with Bootstrap 5 in Angular 15 or 16 | Tutorial","https://medium.com/scrum-and-coke/load-bootstrap-5-toaster-in-angular-15-or-16-tutorial-b0996491e1a2","2023-05-21","2023-06-01","https://miro.medium.com/v2/resize:fit:640/0*EGpAJS0CPW1_f28d.png"
"Load Angular Component in Bootstrap Modal | Tutorial","https://medium.com/scrum-and-coke/load-angular-component-dynamically-in-bootstrap-modal-tutorial-8fcd65bcf074","2023-05-16","2024-02-11","https://miro.medium.com/v2/resize:fit:640/0*__Cc9-xLuogvjWRN"
"Upgrading Angular 15 to 16: A Full-stack Web Development Project using Angular and .NetCore","https://medium.com/scrum-and-coke/upgrading-angular-v15-to-v16-a-full-stack-web-development-project-using-angular-and-netcore-38aa7be95819","2023-05-14","2023-07-17","https://miro.medium.com/v2/resize:fit:640/0*_B5rbylSI3-HSppE.png"
"Angular 15 & Net 7: Web API with EF Core 7 and Oracle Autonomous Database | Tutorial 13","https://medium.com/scrum-and-coke/angular-15-net-7-web-api-with-ef-core-7-and-oracle-autonomous-database-tutorial-13-b800dbed55a8","2023-04-30","2023-05-01","https://miro.medium.com/v2/resize:fit:640/1*c6BXrsIa1QkFoOveHkfE_w.png"
"What is secrets.json in Visual Studio?","https://medium.com/knowledge-pills/what-is-secrets-json-in-visual-studio-7c515f5745dd","2023-04-30","2024-01-08","https://miro.medium.com/v2/resize:fit:640/1*8KHxFkAftO-nQfhsC_RWug.png"
"Explore Oracle Developer Tools for Visual Studio 2022","https://medium.com/knowledge-pills/explore-oracle-developer-tools-for-visual-studio-2022-1ec4ebaedbf6","2023-04-29","2023-04-30","https://miro.medium.com/v2/resize:fit:640/1*CoFkQTtoTnGLt8gphBMADg.png"
"Explore Oracle Autonomous Database","https://medium.com/knowledge-pills/explore-oracle-autonomous-database-32b7777c9119","2023-04-29","2023-04-30","https://miro.medium.com/v2/resize:fit:640/0*qljEN909cMeJs9pR.png"
"Visual Studio Template Onion API: Version 7.3 Release Notes","https://medium.com/scrum-and-coke/visual-studio-template-onion-api-version-7-3-release-notes-404e3ffbfdff","2023-04-23","2023-04-25","https://miro.medium.com/v2/resize:fit:640/1*hD_zyy0JhUlnjYXxRWR3qA.png"
"Explore MudBlazor Templates in Visual Studio 2022","https://medium.com/knowledge-pills/explore-mudblazor-template-in-visual-studio-2022-e936bc7e393","2023-04-11","2023-04-17","https://miro.medium.com/v2/resize:fit:640/1*XeleixFLqfCdLjfx-RoIKw.png"
"What is _Host.cshtml in the Blazor server app?","https://medium.com/knowledge-pills/what-is-host-cshtml-in-the-blazor-server-app-40fbb4ea64a","2023-04-08","2023-04-09","https://miro.medium.com/v2/resize:fit:640/253d1ac7271c0a7cc8f41cd8f9de7fb7148297ef9c17b11e085fd6559557c22b"
"What is _Layout.cshtml in Blazor?","https://medium.com/knowledge-pills/what-is-layout-cshtml-in-blazor-36e8e7ded56c","2023-04-08","2023-04-09","https://miro.medium.com/v2/resize:fit:640/0*d4sKht87TQOAmZom.png"
"Explore Visual Studio Bootstrap Blazor Project Template","https://medium.com/knowledge-pills/explore-visual-studio-bootstrap-blazor-project-template-6ac6d1af278c","2023-04-08","2023-04-20","https://miro.medium.com/v2/resize:fit:640/1*vzo2XlP_AhVbdwJmi8sjdw.png"
"Understanding health checks in Net Core","https://medium.com/knowledge-pills/understanding-health-checks-in-net-core-cc337a6510ab","2023-04-05","2023-04-07","https://miro.medium.com/v2/resize:fit:640/a8ce0cea4b9fef8a54ce3f0bb96f7de702490ca0eded890b5bee29316727e477"
"Understanding Abstract Classes in C#","https://medium.com/knowledge-pills/understanding-abstract-classes-in-c-bd56d255b930","2023-04-04","2023-04-05","https://miro.medium.com/v2/resize:fit:640/0*n26nyneAxrF87YRo.png"
"Understanding Virtual Methods in C#","https://medium.com/knowledge-pills/understanding-virtual-methods-in-c-783f58b66d04","2023-04-04","2023-04-05","https://miro.medium.com/v2/resize:fit:640/0*8-VEs7SYGdjQFewD.png"
"Understanding Service Extension in Net Core","https://medium.com/knowledge-pills/understanding-service-extension-in-net-core-720636054f12","2023-04-03","2023-04-04","https://miro.medium.com/v2/resize:fit:640/0*1o5jsGnQ6xijKFIm.png"
"Understanding IServiceCollection in Net Core","https://medium.com/knowledge-pills/understanding-iservicecollection-in-net-core-d56303936933","2023-04-02","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*xW7tqGsiyeq-iVtF"
"Angular 15 & Net 7: Secure WebAPI with JSON Web Token and Security Policy | Tutorial 12","https://medium.com/scrum-and-coke/angular-15-and-net-7-secure-webapi-with-json-web-token-and-security-policy-tutorial-part-12-6219bd2a168","2023-04-02","2023-04-29","https://miro.medium.com/v2/resize:fit:640/0*AgOCmBjFCNlmA49k.png"
"Understanding Microsoft.AspNetCore.Authentication.JwtBearer","https://medium.com/knowledge-pills/understanding-microsoft-aspnetcore-authentication-jwtbearer-c3eff657b99d","2023-04-02","2023-04-03","https://miro.medium.com/v2/resize:fit:640/0*C0mSwBNVsGkp1zi1.png"
"Secure Net 7 Blazor Web Assembly with Duende IdentityServer and PKCE","https://medium.com/scrum-and-coke/secure-blazor-web-assembly-with-duende-identityserver-and-pkce-login-2fbdfad99ec9","2023-03-27","2023-06-26","https://miro.medium.com/v2/resize:fit:640/0*rH09NNPPeEqYcLGm.png"
"Getting Started with Karma for Testing Angular Applications","https://medium.com/knowledge-pills/getting-started-with-karma-for-testing-angular-applications-2f1ea6d7b35d","2023-03-26","2023-03-28","https://miro.medium.com/v2/resize:fit:640/0ab714002e199418d55d87487144d5e179db39b122aab2b2d49f24985a2e3268"
"Introduction to Using Jasmine for Testing Angular Applications","https://medium.com/knowledge-pills/introduction-to-using-jasmine-for-testing-angular-applications-2b9bab635db9","2023-03-24","2023-03-28","https://miro.medium.com/v2/resize:fit:640/0*rEPj2t4oDF6J94a1.png"
"Implementing Karma and Jasmine Testing Framework in an Angular Project","https://medium.com/knowledge-pills/implementing-karma-and-jasmine-testing-framework-in-an-angular-project-a9f25ea7c669","2023-03-23","2023-03-24","https://miro.medium.com/v2/resize:fit:640/1*F97L8lVLNZmnPKVFCChJTw.png"
"How Karma and Jasmine Differ as Testing Frameworks in JavaScript","https://medium.com/knowledge-pills/how-karma-and-jasmine-differ-as-testing-frameworks-in-javascript-494f7c4f53f","2023-03-23","2023-03-24","https://miro.medium.com/v2/resize:fit:640/0*inYwJJv0awskquIZ.png"
"Explore ChatGPT  extension in Visual Code","https://medium.com/knowledge-pills/explore-chatgpt-extension-in-visual-code-77b1e8ca6fa8","2023-03-22","2023-03-27","https://miro.medium.com/v2/resize:fit:640/1*tDuTzzhnmslZelh8EdURVQ.png"
"Angular 15 & Net 7: Auth Guard and Role-Based Access Control with JSON Web Token | Tutorial 11","https://medium.com/scrum-and-coke/angular-15-and-net-7-auth-guard-and-role-guard-integration-with-jwt-5b2e773a63aa","2023-03-22","2024-01-08","https://miro.medium.com/v2/resize:fit:640/0*44f_QTg19LwuXcI4"
"☺ What is Generic in C#?","https://medium.com/knowledge-pills/what-is-generic-in-c-6217576484b2","2023-03-19","2023-03-24","https://miro.medium.com/v2/resize:fit:640/8e14c4381c6099d3ecf0f402666d596f5a6456be8a58343bf4d85acc567ba803"
"What is the language model TextDavinci003 in ChatGPT?","https://medium.com/knowledge-pills/what-is-textdavinci003-f83d539e30e5","2023-03-19","2023-03-20","https://miro.medium.com/v2/resize:fit:640/110c09ba4444e338d29ed74adb04b0bf053357845c57c64219ba0655d653a4cd"
"Explore ChatGPT extension for Visual Studio 2022","https://medium.com/knowledge-pills/explore-chatgpt-extension-in-visual-studio-2022-8d44638a1b8f","2023-03-19","2023-12-04","https://miro.medium.com/v2/resize:fit:640/1*14w8AqKvgamFzWVxutEemQ.png"
"Angular 15 & Net 7: Login and Token Refresh Integration with Duende IdentityServer | Tutorial 10","https://medium.com/scrum-and-coke/angular-15-and-net-7-login-and-token-refresh-with-duende-identityserver-83dc38aa8d5","2023-03-17","2023-12-04","https://miro.medium.com/v2/resize:fit:640/0*V90QN0xpYcB6vW7t.png"
"☺ What is PKCE?","https://medium.com/knowledge-pills/what-is-pkce-2fd83c37b008","2023-03-16","2023-03-18","https://miro.medium.com/v2/resize:fit:640/110c09ba4444e338d29ed74adb04b0bf053357845c57c64219ba0655d653a4cd"
"☺ Seven Object-Oriented Programming Jokes","https://medium.com/knowledge-pills/seven-object-oriented-programming-jokes-101b4c53a8a6","2023-03-11","2023-04-25","https://miro.medium.com/v2/resize:fit:640/0*VRXV_Z9WJUFly4XL"
"File .gitignore in Angular project","https://medium.com/knowledge-pills/file-gitignore-in-angular-project-c1d4483a79aa","2023-03-10","2023-03-13","https://miro.medium.com/v2/resize:fit:640/7280ed8cf2fe1568aa4891c4276068a914da03949aa4a328b4fd77614007fdbb"
"Angular 15 & NET 7: Token Service (Duende IdentityServer) Deep Dive | Tutorial Part 9","https://medium.com/scrum-and-coke/angular-15-net-7-token-service-deep-dive-7668ee3f6a67","2023-03-10","2023-04-05","https://miro.medium.com/v2/resize:fit:640/0*JlMYd28IBVVsvua-.png"
"☺ Difference between cookie, session, and token","https://medium.com/knowledge-pills/difference-between-cookie-session-and-token-64e5e7568d30","2023-03-10","2023-03-11","https://miro.medium.com/v2/resize:fit:640/7280ed8cf2fe1568aa4891c4276068a914da03949aa4a328b4fd77614007fdbb"
"☺ What is Object in OOP?","https://medium.com/knowledge-pills/what-is-object-in-object-oriented-programming-7f006460ef6","2023-03-03","2023-04-11","https://miro.medium.com/v2/resize:fit:640/3b073f7105bcb0070d5bd9098b373c2a23f26adebfa1e78a98950176da972768"
"☺ What is Class in OOP?","https://medium.com/knowledge-pills/what-is-class-in-object-oriented-programming-oop-76b3f50082ff","2023-03-03","2023-03-11","https://miro.medium.com/v2/resize:fit:640/9aee695f83669503f97d9ca29d89942a49664c4fc27bb4f2faa3638390ceff5c"
"☺ What is Encapsulation in OOP?","https://medium.com/knowledge-pills/what-is-encapsulation-in-object-oriented-programming-oop-60d468998138","2023-03-03","2023-03-11","https://miro.medium.com/v2/resize:fit:640/ab32eb8461142e4884d537415df41ea7072e7447c63d9235e135dc2b6dfb3a94"
"☺ What is Inheritance in OOP?","https://medium.com/knowledge-pills/what-is-inheritance-in-object-oriented-programming-oop-64178d0b5d33","2023-03-02","2023-03-11","https://miro.medium.com/v2/resize:fit:640/91b4cb73a944e1d27d5b9c057d310030c6cc236b371df86464ea194b87159845"
"☺ Six key concepts in OOP","https://medium.com/knowledge-pills/six-key-concepts-of-object-oriented-programming-oop-248f2412c736","2023-03-01","2023-03-17","https://miro.medium.com/v2/resize:fit:640/7280ed8cf2fe1568aa4891c4276068a914da03949aa4a328b4fd77614007fdbb"
"☺ What is Polymorphism in OOP?","https://medium.com/knowledge-pills/what-is-polymorphism-d2d9530cbedb","2023-03-01","2023-03-11","https://miro.medium.com/v2/resize:fit:640/253d1ac7271c0a7cc8f41cd8f9de7fb7148297ef9c17b11e085fd6559557c22b"
"☺ What is Abstraction in OOP?","https://medium.com/knowledge-pills/what-is-abstraction-in-object-oriented-programming-oop-8dba430965e3","2023-03-01","2023-03-11","https://miro.medium.com/v2/resize:fit:640/56439e068a17200d733d148d8933d55501ac9dcc329a6f86272aeffc8ceb50a8"
"☺ What is REST API?","https://medium.com/knowledge-pills/what-is-rest-api-139d36cdbf91","2023-02-27","2023-03-04","https://miro.medium.com/v2/resize:fit:640/253d1ac7271c0a7cc8f41cd8f9de7fb7148297ef9c17b11e085fd6559557c22b"
"Angular 15 & NET 7: CQRS and Mediator Pattern for CRUD Operations in REST API | Tutorial 8","https://medium.com/scrum-and-coke/angular-15-net-7-cqrs-and-mediator-pattern-for-crud-operations-f7856d5f41f7","2023-02-27","2023-04-20","https://miro.medium.com/v2/resize:fit:640/1*7TCo0tEFWvVsz0lMayJzPA.png"
"☺ What is the Mediator pattern?","https://medium.com/knowledge-pills/what-is-mediator-pattern-6b9c7480b1ec","2023-02-25","2023-04-03","https://miro.medium.com/v2/resize:fit:640/0*s1-osvfEXJdph0Sw"
"☺ What is CQRS pattern?","https://medium.com/knowledge-pills/what-is-cqrs-480300f184ab","2023-02-25","2023-03-04","https://miro.medium.com/v2/resize:fit:640/bb187a1ebc430cb35e482a9757f2d15e8c83f5f7c5fab166e9004ce841008094"
"What is EFMigrationsHistory table in EF core?","https://medium.com/knowledge-pills/what-is-efmigrationshistory-table-in-ef-core-a40cd9e56002","2023-02-22","2023-03-01","https://miro.medium.com/v2/resize:fit:640/86f133e4424c43290199ce3727b65dccd9b29f2f1e6c8257a6abb6d021f45020"
"Angular 15 & NET 7: EF Core Migration | Tutorial Part 7","https://medium.com/scrum-and-coke/fullstack-angular-15-net-7-ef-core-migration-3a651c501d4","2023-02-22","2023-04-05","https://miro.medium.com/v2/resize:fit:640/0*jckRkoP02jRiSNJq.png"
"Angular 15 & NET 7: Fake Data with Bogus library","https://medium.com/scrum-and-coke/fullstack-angular-15-net-7-fake-data-4284117a1a45","2023-02-21","2023-04-05","https://miro.medium.com/v2/resize:fit:640/1*4PqiEYKqeAf9d3m-HjAsFw.png"
"Understanding the Cartesian Explosion Issue in EF CORE","https://medium.com/knowledge-pills/understanding-the-cartesian-explosion-issue-in-ef-core-1e6091483a43","2023-02-21","2023-02-27","https://miro.medium.com/v2/resize:fit:640/9aee695f83669503f97d9ca29d89942a49664c4fc27bb4f2faa3638390ceff5c"
"Angular 15 & NET 7: EF Core Pagination 2 Million Rows, Performance Tune-up","https://medium.com/scrum-and-coke/fullstack-angular-15-net-7-paging-2-million-rows-7d42c7a445d9","2023-02-18","2023-12-04","https://miro.medium.com/v2/resize:fit:640/0*VCvl1rjYT4o6XRnm.png"
"☺ What is EF Core?","https://medium.com/knowledge-pills/what-is-ef-core-in-a-nutshell-7166028da25f","2023-02-18","2023-03-04","https://miro.medium.com/v2/resize:fit:640/ab32eb8461142e4884d537415df41ea7072e7447c63d9235e135dc2b6dfb3a94"
"Angular 15 & NET 7: REST API In Depth","https://medium.com/scrum-and-coke/fullstack-angular-15-bootstrap-5-net-7-api-rest-api-how-to-d0dcacf49ecf","2023-02-12","2023-04-05","https://miro.medium.com/v2/resize:fit:640/1*5d67xIaUNaVKtXLlgPEwMQ.png"
"Angular 15 & NET 7: Server-Side Pagination, Sorting, Filtering, Modal Detail Display | Tutorial 3","https://medium.com/scrum-and-coke/angular-15-implementing-server-side-pagination-sorting-filtering-and-modal-record-display-66fd882888e5","2023-02-09","2023-04-20","https://miro.medium.com/v2/resize:fit:640/1*C9aOqQgeM9KLwtP6Ie1qpg.png"
"☺ What is SDLC?","https://medium.com/knowledge-pills/what-is-sdlc-for-developers-ef98b2da02ba","2023-02-07","2023-03-04","https://miro.medium.com/v2/resize:fit:640/0*rlVsrBwVrIRs6jo6"
"How to wire OIDC into Angular and .NET?","https://medium.com/knowledge-pills/how-oidc-is-used-in-angular-and-net-3e5997187af3","2023-02-05","2023-02-06","https://miro.medium.com/v2/resize:fit:640/0*pJy5MHgBwgZBerMt.png"
"☺ What is OIDC?","https://medium.com/knowledge-pills/what-is-oidc-68b2b17c04f8","2023-02-05","2023-03-05","https://miro.medium.com/v2/resize:fit:640/eca3d3b5fb936ab346077b194b08a6b17f33c89eb76924469d110fa41d232cd3"
"☺ What is lazy loading in Angular?","https://medium.com/knowledge-pills/what-is-lazy-loading-in-angular-e3ee2e034a76","2023-02-03","2023-03-04","https://miro.medium.com/v2/resize:fit:640/56439e068a17200d733d148d8933d55501ac9dcc329a6f86272aeffc8ceb50a8"
"Angular 15 & Bootstrap 5: Talent Management App Inner Workings","https://medium.com/scrum-and-coke/angular-15-talent-management-app-inner-workings-b6af9537f16e","2023-02-02","2023-04-20","https://miro.medium.com/v2/resize:fit:640/1*lFbhRECnQO6ieGzU-YjvoA.png"
"What is angular.json file in the Angular app?","https://medium.com/knowledge-pills/what-is-angular-json-file-in-the-angular-app-f060d1a4b3c7","2023-02-01","2023-02-02","https://miro.medium.com/v2/resize:fit:640/0*C4T6GLqTriBrr1z7.png"
"☺ What is package.json in the Angular app?","https://medium.com/knowledge-pills/what-is-package-json-file-in-angular-app-66dc58cf7cc2","2023-02-01","2023-03-04","https://miro.medium.com/v2/resize:fit:640/0*sWBuEkGiOjoFSP3U.png"
"Duende IdentityServer Token Service: Git Clone and Launch in Visual Studio 2022","https://medium.com/scrum-and-coke/how-to-clone-run-the-token-service-project-on-github-from-visual-studio-2022-9186168dddfa","2023-01-29","2023-03-05","https://miro.medium.com/v2/resize:fit:640/1*_6be4DMoHBECVOEa2nJSoA.png"
"What is server-side paging?","https://medium.com/knowledge-pills/what-is-serve-side-paging-f9f4b8f3590f","2023-01-29","2023-01-29","https://miro.medium.com/v2/resize:fit:640/110c09ba4444e338d29ed74adb04b0bf053357845c57c64219ba0655d653a4cd"
